국가	행복도	경제적 여유도	사회 지원	건강	자유	관대함
Congo (Kinshasa)	4.639	6.803	0.77	50.9	0.557	-0.037
Congo (Kinshasa)	4.497	6.851	0.83	51.4	0.48	0.009
Congo (Kinshasa)	4.414	6.907	0.822	51.9	0.556	0.006
Congo (Kinshasa)	3.903	6.94	0.767	52.4	0.574	-0.05
Congo (Kinshasa)	4.522	6.929	0.864	52.825	0.637	-0.027
Congo (Kinshasa)	4.311	6.931	0.67	53.25	0.704	0.066
Congo (Kinshasa)	3.207	7.032	0.654	55.375	0.664	0.08
Congo (Kinshasa)	3.383	7.076	0.572	55.8	0.687	0.152
Costa Rica	7.082	9.607	0.937	68.56	0.882	0.052
Costa Rica	7.432	9.672	0.918	68.72	0.923	0.089
Costa Rica	6.851	9.704	0.916	68.88	0.912	0.087
Costa Rica	7.615	9.682	0.9	69.04	0.886	0.057
Costa Rica	7.271	9.721	0.915	69.2	0.881	0.038
Costa Rica	7.229	9.752	0.892	69.36	0.926	-0.042
Costa Rica	7.272	9.788	0.902	69.52	0.929	0.037
Costa Rica	7.158	9.801	0.902	69.68	0.898	0.009
Costa Rica	7.247	9.824	0.914	69.84	0.927	0
Costa Rica	6.854	9.85	0.878	70	0.907	-0.068
Costa Rica	7.136	9.881	0.901	70	0.873	-0.042
Costa Rica	7.225	9.912	0.922	70	0.936	-0.086
Costa Rica	7.141	9.928	0.876	70	0.942	-0.117
Costa Rica	6.998	9.944	0.906	70	0.927	-0.156
Costa Rica	6.338	9.892	0.834	70	0.889	-0.139
Costa Rica	6.408	9.961	0.876	70	0.887	-0.029
Costa Rica	7.077	9.998	0.902	70	0.91	-0.049
Costa Rica	7.384	10.021	0.875	70	0.933	-0.067
Croatia	5.821	10.174	0.91	66.94	0.662	-0.099
Croatia	5.433	10.12	0.861	67.18	0.549	-0.278
Croatia	5.596	10.11	0.796	67.3	0.564	-0.244
Croatia	5.385	10.113	0.79	67.42	0.517	-0.205
Croatia	6.028	10.092	0.776	67.54	0.542	-0.25
Croatia	5.885	10.091	0.751	67.66	0.627	-0.211
Croatia	5.381	10.091	0.646	67.78	0.519	0.125
Croatia	5.205	10.124	0.768	67.9	0.694	-0.104
Croatia	5.417	10.166	0.798	68.075	0.672	-0.072
Croatia	5.343	10.211	0.77	68.25	0.716	-0.112
Croatia	5.536	10.248	0.91	68.425	0.691	-0.158
Croatia	5.626	10.287	0.936	68.6	0.739	-0.145
Croatia	6.508	10.202	0.923	68.775	0.837	-0.071
Croatia	6.287	10.367	0.918	68.95	0.842	0.001
Croatia	5.579	10.435	0.91	69.125	0.593	-0.213
Croatia	5.958	10.462	0.909	69.3	0.573	-0.205
Cuba	5.418		0.97	68	0.281	
Cyprus	6.238	10.567	0.878	70.16	0.836	0.012
Cyprus	6.833	10.559	0.812	70.64	0.775	0.048
Cyprus	6.387	10.556	0.822	70.8	0.755	0.066
Cyprus	6.69	10.534	0.844	70.96	0.745	0.173
Cyprus	6.181	10.484	0.767	71.12	0.725	0.092
Cyprus	5.439	10.418	0.744	71.28	0.656	0.096
Cyprus	5.627	10.411	0.77	71.44	0.715	0.054
Cyprus	5.439	10.451	0.77	71.6	0.628	0.107
Cyprus	5.795	10.51	0.786	71.8	0.756	-0.036
Cyprus	6.062	10.556	0.819	72	0.812	0.036
Cyprus	6.276	10.599	0.826	72.2	0.794	-0.031
Cyprus	6.137	10.639	0.776	72.4	0.74	-0.018
Cyprus	6.26	10.583	0.806	72.6	0.763	-0.086
Cyprus	6.269	10.638	0.855	72.8	0.718	-0.038
Cyprus	5.865	10.683	0.82	73	0.698	0.008
Cyprus	6.071		0.803	73.2	0.73	
Czechia	6.439	10.322	0.919	67.1	0.865	
Czechia	6.5	10.433	0.9	67.34	0.799	-0.069
Czechia	6.25	10.419	0.934	67.7	0.779	-0.048
Czechia	6.331	10.434	0.914	67.82	0.787	-0.112
Czechia	6.334	10.425	0.912	67.94	0.74	-0.16
Czechia	6.698	10.424	0.888	68.06	0.726	-0.162
Czechia	6.484	10.445	0.878	68.18	0.8	-0.174
Czechia	6.608	10.496	0.911	68.3	0.808	-0.152
Czechia	6.736	10.519	0.931	68.425	0.85	-0.204
Czechia	6.79	10.567	0.901	68.55	0.832	-0.183
Czechia	7.034	10.595	0.929	68.675	0.79	-0.299
Czechia	6.897	10.562	0.964	68.925	0.906	-0.135
Czechia	6.942	10.615	0.95	69.05	0.891	0.157
Czechia	6.695	10.637	0.944	69.175	0.908	0.093
Czechia	6.827	10.639	0.927	69.3	0.906	0.025
Denmark	8.019	10.849	0.972	68.3	0.971	
Denmark	7.834	10.889	0.954	68.74	0.932	0.234
Denmark	7.971	10.878	0.954	68.96	0.97	0.266
Denmark	7.683	10.822	0.939	69.18	0.949	0.258
Denmark	7.771	10.836	0.975	69.4	0.944	0.237
Denmark	7.788	10.845	0.962	69.62	0.935	0.292
Denmark	7.52	10.844	0.951	69.84	0.933	0.133
Denmark	7.589	10.849	0.965	70.06	0.92	0.209
Denmark	7.508	10.86	0.956	70.28	0.942	0.112
Denmark	7.514	10.876	0.96	70.5	0.941	0.216
Denmark	7.558	10.9	0.954	70.625	0.948	0.132
Denmark	7.594	10.922	0.952	70.75	0.955	0.149
Denmark	7.649	10.936	0.958	70.875	0.935	0.012
Denmark	7.693	10.948	0.958	71	0.963	0.015
Denmark	7.515	10.924	0.947	71.125	0.938	0.045
Denmark	7.699	10.968	0.945	71.25	0.933	0.13
Denmark	7.545	10.997	0.97	71.375	0.93	0.222
Denmark	7.504	10.996	0.916	71.5	0.923	0.089
Djibouti	5.009	8.115	0.69	53.64	0.773	0.123
Djibouti	4.906	8.014	0.901	54.12	0.649	-0.007
Djibouti	5.006	7.934		54.6	0.764	-0.072
Djibouti	4.369	8.15	0.633	55.08	0.746	-0.082
Dominican Republic	5.088	9.306	0.919	65.36	0.858	0.033
Dominican Republic	5.081	9.365	0.848	65.12	0.886	-0.013
Dominican Republic	4.842	9.384	0.85	64.88	0.848	-0.05
Dominican Republic	5.432	9.381	0.878	64.64	0.863	-0.058
Dominican Republic	4.735	9.448	0.86	64.4	0.824	-0.08
Dominican Republic	5.397	9.465	0.872	64.16	0.848	0.009
Dominican Republic	4.753	9.479	0.879	63.92	0.84	-0.067
Dominican Republic	5.016	9.515	0.878	63.68	0.889	0.016
Dominican Republic	5.387	9.57	0.891	63.44	0.905	-0.025
Dominican Republic	5.062	9.625	0.893	63.2	0.856	-0.07
Dominican Republic	5.239	9.678	0.895	63.4	0.873	-0.085
Dominican Republic	5.605	9.713	0.894	63.6	0.855	-0.126
Dominican Republic	5.433	9.769	0.862	63.8	0.867	-0.155
Dominican Republic	6.004	9.808	0.884	64	0.877	-0.127
Dominican Republic	5.168	9.727	0.806	64.2	0.835	-0.128
Dominican Republic	6.031	9.832	0.857	64.4	0.859	-0.088
Dominican Republic	5.518	9.87	0.82	64.6	0.853	-0.086
Dominican Republic	5.921	9.9	0.86	64.8	0.867	-0.107
Ecuador	5.024	9.189	0.91	64.44	0.671	-0.097
Ecuador	4.996	9.194	0.839	64.78	0.67	-0.069
Ecuador	5.297	9.238	0.829	65.12	0.64	-0.1
Ecuador	6.022	9.227	0.779	65.46	0.737	-0.114
Ecuador	5.838	9.245	0.839	65.8	0.723	-0.069
Ecuador	5.795	9.305	0.818	66.14	0.788	-0.161
Ecuador	5.961	9.343	0.785	66.48	0.825	-0.089
Ecuador	6.019	9.376	0.801	66.82	0.787	-0.196
Ecuador	5.946	9.399	0.831	67.16	0.719	-0.173
Ecuador	5.964	9.385	0.856	67.5	0.801	-0.12
Ecuador	6.115	9.358	0.842	67.75	0.846	-0.021
Ecuador	5.84	9.366	0.849	68	0.879	-0.173
Ecuador	6.128	9.359	0.851	68.25	0.869	-0.105
Ecuador	5.809	9.341	0.808	68.5	0.83	-0.121
Ecuador	5.354	9.245	0.804	68.75	0.829	-0.163
Ecuador	5.435	9.275	0.786	69	0.821	-0.086
Ecuador	5.887	9.293	0.825	69.25	0.759	-0.083
Ecuador	5.852	9.307	0.782	69.5	0.731	-0.106
Egypt	5.168	9.042	0.848	61.4	0.817	
Egypt	5.541	9.138	0.686	61.52	0.609	-0.126
Egypt	4.632	9.187	0.738	61.58		-0.093
Egypt	5.066	9.213	0.744	61.64	0.611	-0.105
Egypt	4.669	9.243	0.769	61.7	0.486	-0.081
Egypt	4.174	9.239	0.753	61.76	0.59	-0.157
Egypt	4.204	9.238	0.737	61.82	0.452	-0.143
Egypt	3.559	9.236	0.675	61.88	0.474	-0.147
Egypt	4.885	9.242	0.619	61.94	0.578	-0.132
Egypt	4.763	9.262	0.73	62	0.659	-0.094
Egypt	4.557	9.284	0.809	62.25	0.656	-0.147
Egypt	3.929	9.305	0.638	62.5	0.593	-0.158
Egypt	4.005	9.338	0.759	62.75	0.682	-0.221
Egypt	4.328	9.374	0.772	63	0.774	-0.204
Egypt	4.472	9.392	0.673	63.25	0.77	-0.119
Egypt	4.026	9.408	0.717	63.5	0.704	-0.233
Egypt	4.024	9.456	0.769	63.75	0.733	-0.214
Egypt	3.881	9.48	0.73	64	0.625	-0.21
El Salvador	5.701	8.885	0.878	65.12	0.683	-0.062
El Salvador	5.296	8.902	0.717	64.94	0.639	-0.021
El Salvador	5.191	8.919	0.747	64.76	0.636	-0.084
El Salvador	6.839	8.894	0.734	64.58	0.671	-0.11
El Salvador	6.74	8.911	0.757	64.4	0.669	-0.07
El Salvador	4.741	8.945	0.731	64.22	0.747	-0.133
El Salvador	5.934	8.968	0.806	64.04	0.683	-0.161
El Salvador	6.325	8.987	0.827	63.86	0.716	-0.156
El Salvador	5.857	9	0.798	63.68	0.778	-0.201
El Salvador	6.018	9.02	0.791	63.5	0.733	-0.163
El Salvador	6.14	9.042	0.794	63.85	0.8	-0.192
El Salvador	6.339	9.062	0.829	64.2	0.758	-0.179
El Salvador	6.241	9.084	0.82	64.55	0.863	-0.102
El Salvador	6.455	9.108	0.764	64.9	0.877	-0.116
El Salvador	5.462	9.023	0.696	65.25	0.924	-0.132
El Salvador	6.431	9.126	0.796	65.6	0.915	-0.085
El Salvador	6.492	9.148	0.772	65.95	0.914	-0.116
El Salvador	6.482	9.167	0.744	66.3	0.942	-0.104
Estonia	5.371	10.269	0.91	65.78	0.749	-0.27
Estonia	5.332	10.346	0.896	66.06	0.712	-0.252
Estonia	5.452	10.296	0.904	66.34	0.642	-0.223
Estonia	5.138	10.14	0.874	66.62	0.611	-0.235
Estonia	5.487	10.24	0.909	67.18	0.735	-0.173
Estonia	5.364	10.275	0.889	67.46	0.697	-0.197
Estonia	5.367	10.293	0.901	67.74	0.754	-0.206
Estonia	5.556	10.325	0.917	68.02	0.773	-0.158
Estonia	5.629	10.343	0.918	68.3	0.815	-0.169
Estonia	5.65	10.374	0.938	68.525	0.843	-0.155
Estonia	5.938	10.429	0.936	68.75	0.862	-0.107
Estonia	6.091	10.463	0.933	68.975	0.886	-0.147
Estonia	6.035	10.496	0.934	69.2	0.887	-0.101
Estonia	6.453	10.488	0.958	69.425	0.954	-0.09
Estonia	6.554	10.564	0.946	69.65	0.926	0.046
Estonia	6.357	10.541	0.933	69.875	0.904	0.136
Estonia	6.43	10.517	0.958	70.1	0.915	0.032
Eswatini	4.867	8.902	0.837	42.5	0.607	-0.069
Eswatini	4.212	9.029	0.779	49.3	0.71	-0.182
Eswatini	4.396	9.048	0.759	50.1	0.597	-0.195
Eswatini	3.502	9.119	0.712	52.5	0.539	-0.149
Ethiopia	4.561	7.252	0.659	56.32	0.776	-0.047
Ethiopia	4.445	7.325	0.602	56.98	0.707	-0.011
Ethiopia	4.507	7.396	0.64	57.64	0.694	0.076
Ethiopia	4.573	7.468	0.626	58.3	0.803	0.109
Ethiopia	4.298	7.531	0.719	58.7	0.744	0.035
Ethiopia	4.18	7.595	0.734	59.1	0.717	-0.002
Ethiopia	4.379	7.634	0.74	59.5	0.74	0.036
Ethiopia	4.1	7.688	0.748	59.9	0.754	0.049
Ethiopia	4.549	7.72	0.823	60.3	0.769	0.183
Ethiopia	3.628	7.775	0.74	61.1	0.674	0.357
Ethiopia	4.093	7.809	0.67	61.5	0.631	0.212
Finland	7.672	10.745	0.965	68.72	0.969	-0.011
Finland	7.671	10.796	0.951	69.16	0.934	0.022
Finland	7.393	10.734	0.935	69.6	0.916	0.085
Finland	7.354	10.754	0.938	69.82	0.936	0.095
Finland	7.42	10.735	0.928	70.04	0.921	-0.007
Finland	7.445	10.722	0.941	70.26	0.919	0.034
Finland	7.385	10.714	0.952	70.48	0.933	-0.007
Finland	7.448	10.716	0.948	70.7	0.93	0.105
Finland	7.66	10.741	0.954	70.775	0.948	-0.033
Finland	7.788	10.77	0.964	70.85	0.962	-0.008
Finland	7.858	10.78	0.962	70.925	0.938	-0.133
Finland	7.78	10.791	0.937	71	0.948	-0.058
Finland	7.889	10.766	0.962	71.075	0.962	-0.123
Finland	7.794	10.794	0.97	71.15	0.963	-0.039
Finland	7.729	10.811	0.974	71.225	0.959	0.101
Finland	7.699	10.808	0.947	71.3	0.943	-0.001
France	7.093	10.637	0.94	70.7	0.895	
France	6.583	10.654	0.944	70.8	0.789	0.12
France	7.008	10.669	0.935	71	0.833	-0.037
France	6.283	10.635	0.918	71.1	0.798	-0.088
France	6.798	10.649	0.943	71.2	0.85	-0.109
France	6.959	10.666	0.921	71.3	0.903	-0.108
France	6.649	10.664	0.937	71.4	0.841	-0.155
France	6.667	10.665	0.908	71.5	0.878	-0.13
France	6.467	10.669	0.878	71.6	0.803	-0.124
France	6.358	10.677	0.896	71.7	0.817	-0.145
France	6.475	10.685	0.885	71.8	0.787	-0.097
France	6.635	10.705	0.931	71.9	0.834	-0.129
France	6.666	10.72	0.921	72	0.816	-0.143
France	6.69	10.735	0.958	72.1	0.827	-0.139
France	6.714	10.651	0.947	72.2	0.823	-0.176
France	6.656	10.714	0.915	72.3	0.837	-0.104
France	6.614	10.737	0.866	72.4	0.798	-0.027
France	6.557	10.742	0.85	72.5	0.776	0.01
Gabon	4.255	9.557	0.653	54.46	0.772	-0.213
Gabon	3.972	9.573	0.736	54.92	0.566	-0.197
Gabon	3.8	9.593	0.733	55.38	0.682	-0.148
Gabon	3.918	9.601	0.829	55.84	0.607	-0.201
Gabon	4.661	9.609	0.756	56.3	0.671	-0.196
Gabon	4.832	9.601	0.78	56.625	0.699	-0.207
Gabon	4.782	9.58	0.807	56.95	0.652	-0.231
Gabon	4.783	9.565	0.785	57.275	0.719	-0.2
Gabon	4.914	9.58	0.763	57.6	0.736	-0.206
Gabon	4.887	9.54	0.701	57.925	0.528	-0.194
Gabon	5.075	9.533	0.754	58.25	0.699	-0.207
Gabon	5.14	9.543	0.775	58.575	0.699	-0.167
Gabon	5.104	9.554	0.735	58.9	0.722	-0.16
Gambia	4.118	7.564	0.697	56.4	0.812	0.111
Gambia	4.922	7.607	0.685	56.7	0.719	0.44
Gambia	5.164	7.642	0.694	57	0.677	0.409
Gambia	4.279	7.662	0.588	57.9	0.599	0.36
Gambia	4.691	7.686	0.651	58.2	0.727	0.43
Georgia	3.675	8.993	0.647	63.3	0.553	-0.273
Georgia	3.707	9.117	0.548	63.4	0.464	-0.272
Georgia	4.156	9.144	0.608	63.5	0.614	-0.23
Georgia	3.801	9.116	0.544	63.6	0.495	-0.238
Georgia	4.102	9.184	0.54	63.7	0.558	-0.253
Georgia	4.203	9.263	0.503	63.8	0.632	-0.26
Georgia	4.254	9.332	0.533	63.9	0.659	-0.275
Georgia	4.349	9.371	0.559	64	0.722	-0.26
Georgia	4.288	9.414	0.558	64.1	0.72	-0.239
Georgia	4.122	9.442	0.517	64.2	0.64	-0.21
Georgia	4.448	9.47	0.533	64.325	0.606	-0.255
Georgia	4.451	9.517	0.59	64.45	0.821	-0.25
Georgia	4.659	9.565	0.617	64.575	0.775	-0.238
Georgia	4.892	9.615	0.675	64.7	0.811	-0.265
Georgia	5.123	9.544	0.718	64.825	0.764	-0.225
Georgia	4.911	9.648	0.671	64.95	0.777	-0.29
Georgia	5.293	9.743	0.754	65.075	0.821	-0.255
Georgia	5.351	9.785	0.779	65.2	0.877	-0.268
Germany	6.62	10.691	0.963	69.9	0.847	
Germany	6.417	10.76	0.926	69.94	0.801	0.161
Germany	6.522	10.771	0.923	69.96	0.766	
Germany	6.641	10.715	0.935	69.98	0.844	0.121
Germany	6.725	10.758	0.939	70	0.843	0.089
Germany	6.621	10.815	0.947	70.02	0.906	0.027
Germany	6.702	10.817	0.926	70.04	0.904	0.065
Germany	6.965	10.819	0.931	70.06	0.894	0.018
Germany	6.984	10.837	0.938	70.08	0.899	0.082
Germany	7.037	10.843	0.926	70.1	0.889	0.172
Germany	6.874	10.857	0.906	70.3	0.871	0.142
Germany	7.074	10.879	0.892	70.5	0.841	0.139
Germany	7.118	10.886	0.92	70.7	0.877	0.028
Germany	7.035	10.894	0.886	70.9	0.885	0.051
Germany	7.312	10.856	0.905	71.1	0.864	-0.068
Germany	6.755	10.881	0.868	71.3	0.778	0.074
Germany	6.608	10.889	0.916	71.5	0.895	0.08
Germany	6.792	10.878	0.895	71.7	0.845	0.106
Ghana	4.535	8.067	0.728	52.54	0.849	0.208
Ghana	5.22	8.084	0.73	52.98	0.891	0.133
Ghana	4.965	8.145	0.622	53.42	0.838	0.115
Ghana	4.198	8.167	0.633	53.86	0.757	0
Ghana	4.606	8.219	0.739	54.3	0.891	0.069
Ghana	5.608	8.326	0.724	54.74	0.852	0.006
Ghana	5.057	8.39	0.685	55.18	0.679	0.035
Ghana	4.965	8.436	0.676	55.62	0.794	-0.07
Ghana	3.86	8.44	0.651	56.06	0.677	-0.004
Ghana	3.986	8.437	0.687	56.5	0.852	-0.043
Ghana	4.514	8.447	0.647	56.875	0.751	0.085
Ghana	5.481	8.503	0.669	57.25	0.783	0.074
Ghana	5.004	8.542	0.761	57.625	0.817	0.058
Ghana	4.967	8.584	0.746	58	0.787	0.111
Ghana	5.319	8.569	0.643	58.375	0.824	0.196
Ghana	4.378	8.601	0.633	58.75	0.73	0.105
Ghana	4.191	8.613	0.628	59.125	0.786	0.114
Ghana	4.298	8.61	0.661	59.5	0.834	0.093
Greece	6.006	10.454	0.837	69.6	0.734	
Greece	6.647	10.535	0.808	69.76	0.575	-0.196
Greece	6.039	10.483	0.793	69.92	0.443	-0.298
Greece	5.84	10.425	0.868	70	0.484	-0.308
Greece	5.372	10.32	0.852	70.08	0.528	-0.321
Greece	5.096	10.251	0.812	70.16	0.373	-0.31
Greece	4.72	10.233	0.687	70.24	0.426	-0.277
Greece	4.756	10.245	0.832	70.32	0.369	-0.293
Greece	5.623	10.249	0.835	70.4	0.532	-0.277
Greece	5.303	10.248	0.803	70.525	0.482	-0.265
Greece	5.148	10.261	0.753	70.65	0.438	-0.295
Greece	5.409	10.28	0.794	70.775	0.564	-0.34
Greece	5.952	10.3	0.891	70.9	0.614	-0.293
Greece	5.788	10.207	0.779	71.025	0.565	-0.246
Greece	6.104	10.294	0.85	71.15	0.574	-0.161
Greece	5.9	10.358	0.875	71.275	0.563	-0.318
Greece	5.796	10.387	0.818	71.4	0.589	-0.223
Guatemala	5.901	8.85	0.83	58.98	0.663	0.167
Guatemala	6.33	8.891	0.866	59.26	0.628	0.13
Guatemala	6.414	8.905	0.866	59.54	0.63	0.2
Guatemala	6.452	8.89	0.834	59.82	0.643	0.191
Guatemala	6.29	8.901	0.859	60.1	0.696	0.161
Guatemala	5.743	8.923	0.768	60.38	0.763	0.003
Guatemala	5.856	8.935	0.802	60.66	0.865	0.015
Guatemala	5.985	8.953	0.83	60.94	0.884	0.039
Guatemala	6.536	8.98	0.834	61.22	0.843	0.102
Guatemala	6.465	9.003	0.823	61.5	0.869	0.046
Guatemala	6.359	9.013	0.811	61.7	0.863	0.006
Guatemala	6.325	9.027	0.826	61.9	0.915	-0.064
Guatemala	6.627	9.044	0.841	62.1	0.91	-0.016
Guatemala	6.262	9.068	0.774	62.3	0.901	-0.068
Guatemala	6.15	9.123	0.806	62.9	0.856	-0.06
Guatemala	6.421	9.14	0.796	63.1	0.873	-0.049
Guinea	4.045	7.556	0.598	51.02	0.797	0.036
Guinea	3.652	7.589	0.542	51.14	0.646	-0.003
Guinea	3.902	7.604	0.567	51.26	0.693	0.087
Guinea	3.412	7.615	0.638	51.38	0.684	0.002
Guinea	3.505	7.627	0.579	51.5	0.666	0.003
Guinea	3.603	7.704	0.675	51.95	0.726	-0.06
Guinea	4.874	7.776	0.634	52.4	0.738	0.034
Guinea	5.252	7.813	0.63	52.85	0.731	0.088
Guinea	4.768	7.842	0.655	53.3	0.691	0.092
Guinea	4.972	7.865	0.732	53.75	0.598	0.075
Guinea	4.945	7.879	0.627	54.2	0.676	0.157
Guinea	5.317	7.901	0.582	54.65	0.729	0.136
Guinea	4.827	7.932	0.577	55.1	0.743	0.187
Guyana	5.993	9.089	0.849	56.24	0.694	0.082
Haiti	3.754	7.976	0.694	6.72	0.449	0.355
Haiti	3.846	8.016	0.679	17.36	0.465	0.213
Haiti	3.766	7.987	0.554	28	0.373	0.167
Haiti	4.845	8.026	0.567	33.32	0.413	0.194
Haiti	4.413	8.015	0.749	38.64	0.482	0.243
Haiti	4.622	8.043	0.648	43.96	0.61	0.243
Haiti	3.889	8.057	0.554	49.28	0.509	0.238
Haiti	3.57	8.056	0.564	54.6	0.398	0.259
Haiti	3.352	8.06	0.584	54.9	0.304	0.244
Haiti	3.824	8.071	0.647	55.2	0.484	0.333
Haiti	3.615	8.074	0.538	55.5	0.591	0.374
Honduras	5.397	8.448	0.933	63.1	0.65	0.085
Honduras	5.097	8.485	0.819	62.9	0.676	0.226
Honduras	5.42	8.504	0.828	62.7	0.687	0.219
Honduras	6.033	8.458	0.824	62.5	0.661	0.114
Honduras	5.866	8.474	0.803	62.3	0.646	0.101
Honduras	4.961	8.492	0.766	62.1	0.783	0.091
Honduras	4.602	8.513	0.779	61.9	0.7	-0.007
Honduras	4.713	8.521	0.792	61.7	0.698	-0.031
Honduras	5.056	8.533	0.79	61.5	0.696	0.011
Honduras	4.845	8.553	0.772	61.3	0.534	-0.101
Honduras	5.648	8.573	0.774	61.725	0.85	0.076
Honduras	6.02	8.603	0.843	62.15	0.898	0.068
Honduras	5.908	8.624	0.827	62.575	0.872	0.095
Honduras	5.93	8.633	0.797	63	0.846	0.059
Honduras	6.114	8.626	0.806	63.85	0.835	0.111
Honduras	5.932	8.65	0.729	64.275	0.851	0.078
Honduras	5.861	8.67	0.731	64.7	0.878	0.079
Hong Kong S.A.R. of China	5.511	10.746	0.812		0.91	0.15
Hong Kong S.A.R. of China	5.137	10.816	0.84		0.922	0.29
Hong Kong S.A.R. of China	5.397	10.788	0.835		0.918	0.302
Hong Kong S.A.R. of China	5.643	10.847	0.857		0.89	0.326
Hong Kong S.A.R. of China	5.474	10.887	0.846		0.894	0.228
Hong Kong S.A.R. of China	5.484	10.893	0.826		0.88	0.216
Hong Kong S.A.R. of China	5.458	10.939	0.834		0.843	0.218
Hong Kong S.A.R. of China	5.498	10.97	0.832		0.8	0.094
Hong Kong S.A.R. of China	5.362	10.999	0.831		0.831	0.134
Hong Kong S.A.R. of China	5.659	10.995	0.856		0.727	0.062
Hong Kong S.A.R. of China	5.295	10.931	0.813		0.705	-0.076
Hong Kong S.A.R. of China	5.322	11.003	0.821		0.669	0.021
Hong Kong S.A.R. of China	5.311	10.976	0.803		0.697	0.04
Hungary	5.194	10.103	0.93	65	0.697	
Hungary	4.954	10.147	0.931	65.32	0.538	-0.166
Hungary	4.895	10.092	0.901	65.64	0.464	-0.131
Hungary	4.725	10.105	0.896	65.8	0.514	-0.151
Hungary	4.918	10.127	0.894	65.96	0.631	-0.095
Hungary	4.683	10.119	0.906	66.12	0.569	-0.142
Hungary	4.914	10.14	0.877	66.28	0.674	-0.119
Hungary	5.181	10.184	0.845	66.44	0.494	-0.156
Hungary	5.344	10.223	0.859	66.6	0.558	-0.204
Hungary	5.449	10.248	0.9	66.75	0.554	-0.193
Hungary	6.065	10.292	0.877	66.9	0.661	-0.145
Hungary	5.936	10.346	0.941	67.05	0.693	-0.249
Hungary	6	10.393	0.947	67.2	0.798	-0.201
Hungary	6.038	10.349	0.943	67.35	0.771	-0.127
Hungary	6.227	10.423	0.948	67.5	0.727	-0.046
Hungary	5.861	10.47	0.937	67.65	0.776	-0.009
Hungary	5.965	10.473	0.954	67.8	0.755	-0.002
Iceland	6.888	10.878	0.977	71.2	0.885	0.265
Iceland	7.591	10.788	0.979	71.6	0.905	0.235
Iceland	7.501	10.823	0.967	71.7	0.923	0.299
Iceland	7.498	10.862	0.98	71.9	0.94	0.294
Iceland	7.51	10.909	0.985	71.925	0.952	0.274
Iceland	7.476	10.927	0.967	71.95	0.939	0.24
Iceland	7.533	10.943	0.982	72	0.959	
Iceland	7.575	10.852	0.983	72.025	0.949	0.152
Iceland	7.565	10.878	0.98	72.05	0.923	0.257
Iceland	7.449	10.916	0.985	72.075	0.936	0.222
Iceland	7.562	10.934	0.979	72.1	0.918	0.299
India	5.348	8.141	0.707	55.86	0.774	
India	5.027	8.2	0.569	56.22	0.729	-0.056
India	5.146	8.216	0.684	56.58	0.756	-0.077
India	4.522	8.278	0.653	56.94	0.679	-0.031
India	4.989	8.346	0.605	57.3	0.783	0.053
India	4.635	8.383	0.553	57.66	0.838	-0.043
India	4.72	8.423	0.511	58.02	0.609	0.062
India	4.428	8.472	0.553	58.38	0.74	0.079
India	4.424	8.531	0.621	58.74	0.809	-0.031
India	4.342	8.596	0.61	59.1	0.777	-0.01
India	4.179	8.664	0.614	59.4	0.82	0.041
India	4.046	8.718	0.607	59.7	0.886	-0.046
India	3.818	8.77	0.638	60	0.89	0.08
India	3.249	8.797	0.561	60.3	0.876	0.108
India	4.224	8.728	0.616	60.6	0.906	0.068
India	3.558	8.806	0.57	60.9	0.866	0.052
India	3.93	8.867	0.608	61.2	0.893	0.085
India	4.676	8.919	0.633	61.5	0.9	0.121
Indonesia	4.947	8.839	0.771	60.32	0.713	0.343
Indonesia	5.101	8.888	0.704	60.54	0.603	0.307
Indonesia	4.815	8.933	0.675	60.76	0.596	0.16
Indonesia	5.472	8.966	0.779	60.98	0.784	0.186
Indonesia	5.457	9.013	0.816	61.2	0.7	0.443
Indonesia	5.173	9.061	0.825	61.42	0.878	0.433
Indonesia	5.368	9.107	0.834	61.64	0.77	0.349
Indonesia	5.292	9.149	0.794	61.86	0.781	0.371
Indonesia	5.597	9.186	0.905	62.08	0.719	0.403
Indonesia	5.043	9.222	0.809	62.3	0.779	0.466
Indonesia	5.136	9.261	0.792	62.425	0.83	0.494
Indonesia	5.098	9.3	0.796	62.55	0.865	0.482
Indonesia	5.34	9.341	0.809	62.675	0.879	0.506
Indonesia	5.347	9.381	0.802	62.8	0.866	0.549
Indonesia	4.828	9.351	0.751	62.925	0.853	0.529
Indonesia	5.433	9.381	0.817	63.05	0.885	0.54
Indonesia	5.585	9.426	0.834	63.175	0.903	0.516
Indonesia	5.695	9.466	0.781	63.3	0.9	0.59
Iran	5.308	9.498	0.766	64.3	0.651	
Iran	5.336	9.595	0.718	64.58	0.533	0.043
Iran	5.129	9.584	0.633	64.72	0.601	0.04
Iran	4.768	9.636	0.582	65.14	0.798	0.188
Iran	4.609	9.585	0.6	65.28	0.764	
Iran	5.14	9.555	0.664	65.42	0.73	0.202
Iran	4.682	9.585	0.644	65.56	0.767	0.227
Iran	4.75	9.548	0.572	65.7	0.78	0.164
Iran	4.653	9.614	0.566	65.85	0.773	0.176
Iran	4.717	9.627	0.714	66	0.731	0.21
Iran	4.278	9.591	0.674	66.15	0.603	0.073
Iran	5.006	9.553	0.698	66.3	0.623	0.128
Iran	4.865	9.577	0.757	66.45	0.6	0.13
Iran	4.788	9.616	0.771	66.6	0.609	0.172
